category	region_id	feature	chrom	start	end	length	strand
Replication_origins	ARS217	ARS	II	517184	517386	202	.
Replication_origins	ARS217_ARS_consensus_sequence	ARS_consensus_sequence	II	517246	517263	17	-
gene	YBR140C	gene	II	517349	526628	9279	-
gene	YBR141C	gene	II	527024	528038	1014	-
gene	YBR141W-A	gene	II	527166	527262	96	+
gene	YBR142W	gene	II	528316	530638	2322	+
gene	YBR143C	gene	II	530868	532182	1314	-
gene	YBR144C	gene	II	533234	533549	315	-
gene	YBR145W	gene	II	533761	534817	1056	+
gene	YBR146W	gene	II	535259	536096	837	+
gene	YBR147W	gene	II	536574	537465	891	+
gene	YBR148W	gene	II	537875	539705	1830	+
gene	YBR149W	gene	II	539986	541021	1035	+
gene	YBR150C	gene	II	541208	544493	3285	-
gene	YBR151W	gene	II	545027	545978	951	+
gene	YBR152W	gene	II	546375	547251	876	+
gene	YBR153W	gene	II	547459	548194	735	+
gene	YBR154C	gene	II	548361	549009	648	-
gene	YBR155W	gene	II	549770	550928	1158	+
gene	YBR156C	gene	II	551103	553200	2097	-
gene	YBR157C	gene	II	553542	554310	768	-
gene	YBR158W	gene	II	556548	558198	1650	+
gene	YBR159W	gene	II	558684	559728	1044	+
gene	YBR160W	gene	II	560077	560974	897	+
gene	YBR161W	gene	II	561633	562764	1131	+
gene	YBR162C	gene	II	563202	564570	1368	-
gene	YBR162W-A	gene	II	565230	565428	198	+
gene	YBR163W	gene	II	565722	567480	1758	+
gene	YBR164C	gene	II	567874	568426	552	-
gene	YBR165W	gene	II	568851	569685	834	+
gene	YBR166C	gene	II	569841	571200	1359	-
gene	YBR167C	gene	II	571467	571890	423	-
gene	YBR168W	gene	II	572370	573612	1242	+
gene	YBR169C	gene	II	573914	575996	2082	-
gene	YBR170C	gene	II	576343	578086	1743	-
gene	YBR171W	gene	II	578363	578984	621	+
gene	YBR172C	gene	II	579149	581372	2223	-
gene	YBR173C	gene	II	581725	582172	447	-
gene	YBR174C	gene	II	582337	582652	315	-
gene	YBR175W	gene	II	582407	583355	948	+
gene	YBR176W	gene	II	583719	584658	939	+
gene	YBR177C	gene	II	584806	586162	1356	-
gene	YBR178W	gene	II	586070	586445	375	+
gene	YBR179C	gene	II	586546	589114	2568	-
gene	YBR180W	gene	II	589740	591459	1719	+
gene	YBR181C	gene	II	591711	592774	1063	-
gene	YBR182C	gene	II	593505	594864	1359	-
gene	YBR182C-A	gene	II	595360	595555	195	-
gene	YBR183W	gene	II	596114	597065	951	+
gene	YBR184W	gene	II	597362	598934	1572	+
gene	YBR185C	gene	II	599122	599959	837	-
gene	YBR186W	gene	II	600552	602360	1808	+
gene	YBR187W	gene	II	602633	603476	843	+
gene	YBR188C	gene	II	603684	604107	423	-
gene	YBR189W	gene	II	604507	605508	1001	+
gene	YBR190W	gene	II	605965	606277	312	+
gene	YBR191W	gene	II	606269	607140	871	+
gene	YBR191W-A	gene	II	607148	607223	75	+
gene	YBR192W	gene	II	607651	608785	1134	+
gene	YBR193C	gene	II	609081	609753	672	-
gene	YBR194W	gene	II	610037	610409	372	+
gene	YBR195C	gene	II	610613	611882	1269	-
gene	YBR196C	gene	II	612235	613900	1665	-
gene	YBR196C-A	gene	II	614023	614173	150	-
gene	YBR196C-B	gene	II	614525	614630	105	-
gene	YBR197C	gene	II	615202	615856	654	-
gene	YBR198C	gene	II	616126	618523	2397	-
gene	YBR199W	gene	II	618908	620303	1395	+
gene	YBR200W	gene	II	620871	622527	1656	+
Replication_origins	ARS220	ARS	II	622670	622939	269	.
gene	YBR200W-A	gene	II	622982	623147	165	+
gene	YBR201W	gene	II	623575	624211	636	+
gene	YBR201C-A	gene	II	624492	624696	204	-
gene	YBR202W	gene	II	625771	628309	2538	+
gene	YBR203W	gene	II	629167	631942	2775	+
Replication_origins	ARS221	ARS	II	631938	632251	313	.
Replication_origins	ARS221_ARS_consensus_sequence	ARS_consensus_sequence	II	632004	632021	17	+
gene	YBR204C	gene	II	632253	633381	1128	-
gene	YBR205W	gene	II	633621	634836	1215	+
gene	YBR206W	gene	II	634600	634924	324	+
gene	YBR207W	gene	II	635145	636543	1398	+
gene	YBR208C	gene	II	636702	642210	5508	-
gene	YBR209W	gene	II	642582	642900	318	+
tRNA_gene	tC%28GCA%29B	tRNA_gene	II	643006	643078	72	-
transposable_elements	YBRCtau2	long_terminal_repeat	II	643487	643858	371	-
transposable_elements	YBRWdelta18	long_terminal_repeat	II	643858	644002	144	+
transposable_elements	YBRCdelta19	long_terminal_repeat	II	644361	644603	242	-
tRNA_gene	tE%28UUC%29B	tRNA_gene	II	645166	645238	72	+
gene	YBR210W	gene	II	645549	645978	429	+
gene	YBR211C	gene	II	646157	647132	975	-
gene	YBR212W	gene	II	647885	649904	2019	+
gene	YBR213W	gene	II	650367	651192	825	+
gene	YBR214W	gene	II	651414	652998	1584	+
gene	YBR215W	gene	II	653355	655317	1962	+
gene	YBR216C	gene	II	655575	657600	2025	-
gene	YBR217W	gene	II	657831	658392	561	+
gene	YBR218C	gene	II	658706	662249	3543	-
gene	YBR219C	gene	II	662498	663303	805	-
gene	YBR220C	gene	II	662994	664677	1683	-
gene	YBR221C	gene	II	665152	666253	1101	-
gene	YBR221W-A	gene	II	666537	666642	105	+
gene	YBR222C	gene	II	666719	668351	1632	-
gene	YBR223C	gene	II	668662	670297	1635	-
gene	YBR223W-A	gene	II	668720	668840	120	+
gene	YBR224W	gene	II	670124	670640	516	+
gene	YBR225W	gene	II	670626	673329	2703	+
gene	YBR226C	gene	II	673154	673565	411	-
gene	YBR227C	gene	II	673571	675134	1563	-
gene	YBR228W	gene	II	675312	676227	915	+
gene	YBR229C	gene	II	676356	679221	2865	-
gene	YBR230C	gene	II	679548	680050	502	-
gene	YBR230W-A	gene	II	680361	680562	201	+
snRNA_gene	LSR1	snRNA_gene	II	680687	681862	1175	-
gene	YBR231C	gene	II	682178	683090	912	-
gene	YBR232C	gene	II	683372	683732	360	-
gene	YBR233W	gene	II	683427	684669	1242	+
gene	YBR233W-A	gene	II	684976	685261	285	+
gene	YBR234C	gene	II	685437	686592	1155	-
gene	YBR235W	gene	II	686900	690263	3363	+
gene	YBR236C	gene	II	690382	691693	1311	-
gene	YBR237W	gene	II	691968	694518	2550	+
gene	YBR238C	gene	II	695106	697302	2196	-
gene	YBR239C	gene	II	698353	699943	1590	-
gene	YBR240C	gene	II	700489	701842	1353	-
gene	YBR241C	gene	II	702588	704055	1467	-
Replication_origins	ARS222	ARS	II	704295	704566	271	.
gene	YBR242W	gene	II	704669	705386	717	+
gene	YBR243C	gene	II	705446	706793	1347	-
gene	YBR244W	gene	II	707527	708016	489	+
gene	YBR245C	gene	II	708149	711539	3390	-
gene	YBR246W	gene	II	711590	712754	1164	+
gene	YBR247C	gene	II	713003	714455	1452	-
gene	YBR248C	gene	II	714806	716465	1659	-
gene	YBR249C	gene	II	716881	717994	1113	-
gene	YBR250W	gene	II	719032	720604	1572	+
gene	YBR251W	gene	II	721389	722313	924	+
gene	YBR252W	gene	II	722610	723054	444	+
gene	YBR253W	gene	II	723269	723635	366	+
gene	YBR254C	gene	II	723735	724263	528	-
gene	YBR255W	gene	II	724455	726540	2085	+
gene	YBR255C-A	gene	II	726617	727074	457	-
gene	YBR256C	gene	II	727385	728102	717	-
gene	YBR257W	gene	II	728884	729724	840	+
gene	YBR258C	gene	II	729733	730162	429	-
gene	YBR259W	gene	II	730386	732453	2067	+
gene	YBR260C	gene	II	732638	734639	2001	-
gene	YBR261C	gene	II	734831	735530	699	-
gene	YBR262C	gene	II	735719	736040	321	-
gene	YBR263W	gene	II	736263	737736	1473	+
gene	YBR264C	gene	II	737769	738369	600	-
gene	YBR265W	gene	II	738581	739544	963	+
gene	YBR267W	gene	II	739840	741022	1182	+
gene	YBR266C	gene	II	739935	740388	453	-
gene	YBR268W	gene	II	741298	741616	318	+
Replication_origins	ARS224	ARS	II	741680	741797	117	.
Replication_origins	ARS224_ARS_consensus_sequence	ARS_consensus_sequence	II	741725	741742	17	-
gene	YBR269C	gene	II	742159	742576	417	-
gene	YBR270C	gene	II	742760	744398	1638	-
gene	YBR271W	gene	II	744851	746111	1260	+
gene	YBR272C	gene	II	746360	747803	1443	-
gene	YBR273C	gene	II	748060	749371	1311	-
gene	YBR274W	gene	II	749593	751177	1584	+
gene	YBR275C	gene	II	751355	757106	5751	-
Replication_origins	ARS225	ARS	II	757436	757667	231	.
gene	YBR276C	gene	II	757619	760043	2424	-
gene	YBR277C	gene	II	760214	760616	402	-
gene	YBR278W	gene	II	760293	760899	606	+
gene	YBR279W	gene	II	761256	762594	1338	+
gene	YBR280C	gene	II	762783	764697	1914	-
gene	YBR281C	gene	II	764969	767606	2637	-
gene	YBR282W	gene	II	768239	768680	441	+
gene	YBR283C	gene	II	768942	770415	1473	-
gene	YBR284W	gene	II	771238	773632	2394	+
gene	YBR285W	gene	II	773921	774356	435	+
gene	YBR286W	gene	II	774699	776313	1614	+
gene	YBR287W	gene	II	776570	777854	1284	+
gene	YBR288C	gene	II	778011	779463	1452	-
gene	YBR289W	gene	II	779666	782384	2718	+
gene	YBR290W	gene	II	782590	783556	966	+
gene	YBR291C	gene	II	783672	784572	900	-
gene	YBR292C	gene	II	784701	785073	372	-
gene	YBR293W	gene	II	787005	788430	1425	+
gene	YBR294W	gene	II	789234	791814	2580	+
Replication_origins	ARS228	ARS	II	792217	792310	93	.
gene	YBR295W	gene	II	792848	796499	3651	+
gene	YBR296C	gene	II	796797	798522	1725	-
gene	YBR296C-A	gene	II	800122	800242	120	-
gene	YBR297W	gene	II	800522	801929	1407	+
gene	YBR298C	gene	II	802630	804475	1845	-
gene	YBR298C-A	gene	II	805034	805256	222	-
gene	YBR299W	gene	II	805350	807105	1755	+
gene	YBR300C	gene	II	808599	809097	498	-
gene	YBR301W	gene	II	809056	809419	363	+
gene	YBR302C	gene	II	810339	811479	1140	-
telomere	TEL02R	telomere	II	812378	813184	806	+
telomere	TEL02R_telomeric_repeat	telomeric_repeat	II	813137	813184	47	+
telomere	TEL03L	telomere	III	0	1098	1098	-
telomere	TEL03L_telomeric_repeat	telomeric_repeat	III	0	360	360	-
Replication_origins	ARS300	ARS	III	988	1068	80	.
Replication_origins	ARS300_ARS_consensus_sequence	ARS_consensus_sequence	III	1049	1060	11	-
transposable_elements	YCLWomega1	long_terminal_repeat	III	1178	1429	251	+
transposable_elements	YCLWTy5-1	LTR_retrotransposon	III	1178	4322	3144	+
gene	YCL076W	gene	III	1391	2135	744	+
pseudogene	YCL075W	pseudogene	III	2125	2566	441	+
pseudogene	YCL074W	pseudogene	III	2823	3750	927	+
transposable_elements	YCLWomega2	long_terminal_repeat	III	4072	4322	250	+
gene	YCL073C	gene	III	6478	8326	1848	-
gene	YCL069W	gene	III	9705	11082	1377	+
Replication_origins	ARS301	ARS	III	11145	11401	256	.
Replication_origins	ARS301_ARS_consensus_sequence	ARS_consensus_sequence	III	11256	11267	11	+
Mating_loci	HML	silent_mating_type_cassette_array	III	11145	14849	3704	+
gene	YCL068C	gene	III	11502	12285	783	-
gene	YCL067C	gene	III	12385	13018	633	-
gene	YCL066W	gene	III	13281	13809	528	+
gene	YCL065W	gene	III	13750	14119	369	+
Replication_origins	ARS302	ARS	III	14574	14849	275	.
Replication_origins	ARS302_ARS_consensus_sequence	ARS_consensus_sequence	III	14700	14711	11	+
Replication_origins	ARS303	ARS	III	14870	15213	343	.
Replication_origins	ARS303_ARS_consensus_sequence	ARS_consensus_sequence	III	15185	15196	11	-
Replication_origins	ARS320	ARS	III	15213	16274	1061	.
Replication_origins	ARS320_ARS_consensus_sequence	ARS_consensus_sequence	III	15297	15308	11	+
gene	YCL064C	gene	III	15797	16880	1083	-
gene	YCL063W	gene	III	17289	18561	1272	+
gene	YCL061C	gene	III	18815	22106	3291	-
gene	YCL059C	gene	III	22428	23379	951	-
gene	YCL058C	gene	III	23522	23981	459	-
gene	YCL058W-A	gene	III	23583	23925	342	+
gene	YCL057C-A	gene	III	24031	24325	294	-
gene	YCL057W	gene	III	24767	26906	2139	+
gene	YCL056C	gene	III	26924	27359	435	-
gene	YCL055W	gene	III	27928	28936	1008	+
Replication_origins	ARS304	ARS	III	30199	30657	458	.
Replication_origins	ARS304_ARS_consensus_sequence	ARS_consensus_sequence	III	30428	30439	11	-
gene	YCL054W-A	gene	III	30909	30996	87	+
gene	YCL054W	gene	III	31448	33974	2526	+
gene	YCL052C	gene	III	34142	35393	1251	-
gene	YCL051W	gene	III	35864	37616	1752	+
gene	YCL050C	gene	III	37835	38801	966	-
Replication_origins	ARS305	ARS	III	39507	39595	88	.
Replication_origins	ARS305_ARS_consensus_sequence	ARS_consensus_sequence	III	39578	39589	11	-
gene	YCL049C	gene	III	39785	40724	939	-
gene	YCL048W-A	gene	III	41487	41727	240	+
gene	YCL048W	gene	III	42164	43556	1392	+
gene	YCL047C	gene	III	43660	44437	777	-
gene	YCL045C	gene	III	44622	46905	2283	-
gene	YCL046W	gene	III	46639	46963	324	+
gene	YCL044C	gene	III	47110	48364	1254	-
gene	YCL043C	gene	III	48652	50221	1569	-
gene	YCL041C	gene	III	50132	50627	495	-
gene	YCL042W	gene	III	50583	50943	360	+
gene	YCL040W	gene	III	50837	52340	1503	+
gene	YCL039W	gene	III	52644	54882	2238	+
gene	YCL038C	gene	III	54940	56527	1587	-
gene	YCL037C	gene	III	57373	58678	1305	-
gene	YCL036W	gene	III	59025	60726	1701	+
gene	YCL035C	gene	III	60840	61173	333	-
gene	YCL034W	gene	III	61657	62722	1065	+
gene	YCL033C	gene	III	62775	63282	507	-
gene	YCL032W	gene	III	63440	64481	1041	+
gene	YCL031C	gene	III	64674	65568	894	-
gene	YCL030C	gene	III	65933	68333	2400	-
gene	YCL029C	gene	III	68598	69921	1323	-
gene	YCL028W	gene	III	70149	71367	1218	+
gene	YCL027W	gene	III	71802	73341	1539	+
gene	YCL026C-B	gene	III	73404	73986	582	-
Replication_origins	ARS306	ARS	III	74457	74677	220	.
Replication_origins	ARS306_ARS_consensus_sequence	ARS_consensus_sequence	III	74520	74531	11	+
gene	YCL026C-A	gene	III	74703	75285	582	-
gene	YCL025C	gene	III	76017	77919	1902	-
gene	YCL023C	gene	III	78948	79296	348	-
gene	YCL024W	gene	III	79161	82275	3114	+
gene	YCL022C	gene	III	81569	82085	516	-
tRNA_gene	tE%28UUC%29C	tRNA_gene	III	82461	82533	72	-
transposable_elements	YCLWdelta15	long_terminal_repeat	III	82699	83036	337	+
transposable_elements	YCLCdelta1	long_terminal_repeat	III	83054	83194	140	-
gene	YCL021W-A	gene	III	83619	83997	378	+
transposable_elements	YCLWdelta2a	long_terminal_repeat	III	84068	84294	226	+
transposable_elements	YCLWdelta3	long_terminal_repeat	III	84294	84626	332	+
transposable_elements	YCLWdelta2b	long_terminal_repeat	III	84629	84718	89	+
transposable_elements	YCLWdelta4	long_terminal_repeat	III	84810	85142	332	+
transposable_elements	YCLWTy2-1	LTR_retrotransposon	III	84810	90769	5959	+
transposable_elements	YCL020W	transposable_element_gene	III	85101	86418	1317	+
transposable_elements	YCL019W	transposable_element_gene	III	85101	90415	5314	+
transposable_elements	YCLWdelta5	long_terminal_repeat	III	90437	90769	332	+
tRNA_gene	tL%28CAA%29C	tRNA_gene	III	90858	90972	114	+
gene	YCL018W	gene	III	91323	92418	1095	+
gene	YCL017C	gene	III	92776	94270	1494	-
gene	YCL016C	gene	III	94620	95763	1143	-
gene	YCL014W	gene	III	96280	101191	4911	+
gene	YCL012C	gene	III	101316	101788	472	-
gene	YCL011C	gene	III	102074	103358	1284	-
gene	YCL010C	gene	III	103570	104350	780	-
gene	YCL009C	gene	III	104618	105548	930	-
gene	YCL008C	gene	III	105695	106853	1158	-
gene	YCL007C	gene	III	106973	107366	393	-
gene	YCL005W-A	gene	III	107022	107417	395	+
snoRNA_gene	snR43	snoRNA_gene	III	107503	107712	209	-
gene	YCL005W	gene	III	108020	108791	771	+
Replication_origins	ARS307	ARS	III	108726	109060	334	.
Replication_origins	ARS307_ARS_consensus_sequence	ARS_consensus_sequence	III	108959	108970	11	-
gene	YCL004W	gene	III	109104	110670	1566	+
gene	YCL002C	gene	III	110807	111675	868	-
gene	YCL001W	gene	III	111915	112482	567	+
gene	YCL001W-A	gene	III	113079	113541	462	+
gene	YCL001W-B	gene	III	113769	114024	255	+
Replication_origins	ARS308	ARS	III	114320	114939	619	.
centromere	CEN3	centromere	III	114384	114501	117	+
centromere	CEN3_centromere_DNA_Element_I	centromere_DNA_Element_I	III	114384	114394	10	+
centromere	CEN3_centromere_DNA_Element_II	centromere_DNA_Element_II	III	114394	114476	82	+
centromere	CEN3_centromere_DNA_Element_III	centromere_DNA_Element_III	III	114476	114501	25	+
gene	YCR001W	gene	III	115684	115999	315	+
gene	YCR002C	gene	III	117379	118348	969	-
gene	YCR003W	gene	III	118619	119171	552	+
gene	YCR004C	gene	III	119574	120318	744	-
gene	YCR005C	gene	III	120945	122328	1383	-
gene	YCR006C	gene	III	122529	123003	474	-
tRNA_gene	tP%28AGG%29C	tRNA_gene	III	123576	123648	72	-
transposable_elements	YCRCdelta6	long_terminal_repeat	III	124133	124465	332	-
gene	YCR007C	gene	III	126010	126730	720	-
tRNA_gene	tN%28GUU%29C	tRNA_gene	III	127715	127789	74	+
gene	YCR008W	gene	III	128469	130281	1812	+
gene	YCR009C	gene	III	130744	131542	798	-
Replication_origins	ARS309	ARS	III	132042	132120	78	.
Replication_origins	ARS309_ARS_consensus_sequence	ARS_consensus_sequence	III	132045	132056	11	+
gene	YCR010C	gene	III	132272	133124	852	-
gene	YCR011C	gene	III	133723	136873	3150	-
gene	YCR012W	gene	III	137745	138996	1251	+
gene	YCR013C	gene	III	138401	139049	648	-
gene	YCR014C	gene	III	139184	140933	1749	-
gene	YCR015C	gene	III	141216	142170	954	-
snoRNA_gene	snR33	snoRNA_gene	III	142363	142546	183	-
tRNA_gene	tG%28GCC%29C	tRNA_gene	III	142700	142771	71	-
transposable_elements	YCRCdelta7	long_terminal_repeat	III	142757	143080	323	-
gene	YCR016W	gene	III	143633	144506	873	+
gene	YCR017C	gene	III	144772	147634	2862	-
gene	YCR018C	gene	III	148237	148903	666	-
transposable_elements	YCRWdelta8	long_terminal_repeat	III	149481	149809	328	+
tRNA_gene	tM%28CAU%29C	tRNA_gene	III	149919	149991	72	+
transposable_elements	YCRWdelta9	long_terminal_repeat	III	150219	150551	332	+
transposable_elements	YCRCtau1	long_terminal_repeat	III	150694	151055	361	-
tRNA_gene	tK%28CUU%29C	tRNA_gene	III	151283	151356	73	-
transposable_elements	YCRWdelta10	long_terminal_repeat	III	151520	151851	331	+
gene	YCR018C-A	gene	III	151607	151862	255	-
gene	YCR019W	gene	III	152836	153928	1092	+
gene	YCR020C	gene	III	154011	154659	648	-
gene	YCR020C-A	gene	III	154829	155096	267	-
gene	YCR020W-B	gene	III	155319	155556	237	+
gene	YCR021C	gene	III	156108	157107	999	-
gene	YCR022C	gene	III	157420	157765	345	-
gene	YCR023C	gene	III	158537	160373	1836	-
gene	YCR024C	gene	III	160743	162222	1479	-
gene	YCR024C-B	gene	III	162598	162865	267	-
gene	YCR024C-A	gene	III	162944	163067	123	-
gene	YCR025C	gene	III	163445	163856	411	-
gene	YCR026C	gene	III	164110	166339	2229	-
Replication_origins	ARS310	ARS	III	166502	167348	846	.
Replication_origins	ARS310_ARS_consensus_sequence_1	ARS_consensus_sequence	III	166662	166673	11	+
Replication_origins	ARS310_ARS_consensus_sequence_2	ARS_consensus_sequence	III	166699	166710	11	-
Replication_origins	ARS310_ARS_consensus_sequence_3	ARS_consensus_sequence	III	166755	166766	11	-
gene	YCR027C	gene	III	167369	167999	630	-
tRNA_gene	tQ%28UUG%29C	tRNA_gene	III	168300	168372	72	-
transposable_elements	YCRWdelta11	long_terminal_repeat	III	169572	169888	316	+
gene	YCR028C	gene	III	170885	172424	1539	-
gene	YCR028C-A	gene	III	172949	173440	491	-
gene	YCR030C	gene	III	173825	176438	2613	-
snoRNA_gene	snR65	snoRNA_gene	III	177182	177282	100	+
gene	YCR031C	gene	III	177499	178220	721	-
snoRNA_gene	snR189	snoRNA_gene	III	178609	178798	189	-
gene	YCR032W	gene	III	179519	186023	6504	+
gene	YCR033W	gene	III	186488	190169	3681	+
gene	YCR034W	gene	III	190591	191635	1044	+
gene	YCR035C	gene	III	191833	193018	1185	-
gene	YCR036W	gene	III	193296	194298	1002	+
Replication_origins	ARS313	ARS	III	194307	194367	60	.
gene	YCR037C	gene	III	194413	197185	2772	-
Replication_origins	ARS314	ARS	III	197459	197598	139	.
Replication_origins	ARS314_ARS_consensus_sequence	ARS_consensus_sequence	III	197535	197552	17	-
gene	YCR038C	gene	III	197620	199549	1929	-
Mating_loci	MATALPHA	mating_type_region	III	198670	201177	2507	+
gene	YCR038W-A	gene	III	199292	199418	126	+
gene	YCR039C	gene	III	199545	200178	633	-
gene	YCR040W	gene	III	200441	200969	528	+
gene	YCR041W	gene	III	200910	201243	333	+
gene	YCR042C	gene	III	201173	205397	4224	-
gene	YCR043C	gene	III	206260	206644	384	-
gene	YCR044C	gene	III	206876	207950	1074	-
gene	YCR045C	gene	III	208134	209610	1476	-
gene	YCR045W-A	gene	III	208750	209101	351	+
gene	YCR046C	gene	III	209913	210423	510	-
gene	YCR047C	gene	III	210717	211545	828	-
gene	YCR047W-A	gene	III	211300	211507	207	+
gene	YCR049C	gene	III	211870	212317	447	-
gene	YCR048W	gene	III	211928	213761	1833	+
gene	YCR050C	gene	III	213463	213772	309	-
gene	YCR051W	gene	III	214070	214739	669	+
gene	YCR052W	gene	III	214993	216445	1452	+
gene	YCR053W	gene	III	216696	218241	1545	+
gene	YCR054C	gene	III	218375	220067	1692	-
gene	YCR057C	gene	III	220456	223228	2772	-
gene	YCR059C	gene	III	223453	224230	777	-
gene	YCR060W	gene	III	224398	224734	336	+
Replication_origins	ARS315	ARS	III	224815	225061	246	.
Replication_origins	ARS315_ARS_consensus_sequence	ARS_consensus_sequence	III	224852	224869	17	+
gene	YCR061W	gene	III	225562	227458	1896	+
tRNA_gene	tS%28CGA%29C	tRNA_gene	III	227941	228042	101	+
gene	YCR064C	gene	III	228094	228505	411	-
gene	YCR063W	gene	III	228317	228791	474	+
gene	YCR065W	gene	III	229309	231004	1695	+
gene	YCR066W	gene	III	231499	232963	1464	+
gene	YCR067C	gene	III	233124	236322	3198	-
gene	YCR068W	gene	III	237213	238776	1563	+
gene	YCR069W	gene	III	239054	240011	957	+
gene	YCR071C	gene	III	240102	240543	441	-
gene	YCR072C	gene	III	240804	242352	1548	-
gene	YCR073C	gene	III	242587	246583	3996	-
gene	YCR073W-A	gene	III	246962	247910	948	+
gene	YCR075C	gene	III	248032	248815	783	-
gene	YCR075W-A	gene	III	248974	249202	228	+
gene	YCR076C	gene	III	249292	250045	753	-
gene	YCR077C	gene	III	250237	252628	2391	-
gene	YCR079W	gene	III	252844	254173	1329	+
gene	YCR081W	gene	III	254370	258654	4284	+
gene	YCR081C-A	gene	III	258414	258651	237	-
gene	YCR082W	gene	III	258882	259269	387	+
gene	YCR083W	gene	III	259577	259961	384	+
gene	YCR084C	gene	III	260310	262452	2142	-
gene	YCR085W	gene	III	262915	263269	354	+
gene	YCR086W	gene	III	263391	263964	573	+
gene	YCR087W	gene	III	263975	264491	516	+
gene	YCR087C-A	gene	III	264005	264467	462	-
gene	YCR088W	gene	III	265067	266846	1779	+
gene	YCR089W	gene	III	267433	272263	4830	+
gene	YCR090C	gene	III	272314	272863	549	-
Replication_origins	ARS316	ARS	III	272851	273095	244	.
Replication_origins	ARS316_ARS_consensus_sequence	ARS_consensus_sequence	III	273007	273024	17	-
gene	YCR091W	gene	III	274403	276566	2163	+
gene	YCR092C	gene	III	276763	279820	3057	-
gene	YCR093W	gene	III	280116	286443	6327	+
gene	YCR094W	gene	III	286761	287937	1176	+
gene	YCR095C	gene	III	288169	289258	1089	-
gene	YCR095W-A	gene	III	289638	289797	159	+
