chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM,abundance,
VII,257706,261501,YGL133W,0,+,2602,3749,3795,91.66865414,not_preferential,
I,62839,65404,YAL041W,0,+,1725,2565,2565,89.91394919,not_preferential,
XV,469376,471620,YOR076C,0,-,1509,2244,2244,89.90663232,not_preferential,
XIII,81480,82113,YML095C,0,-,425,633,633,89.76572921,not_preferential,
VIII,33192,34077,YHL034C,0,-,594,885,885,89.73637411,not_preferential,
IV,1117125,1120233,YDR325W,0,+,2084,3108,3108,89.64829777,not_preferential,
IX,191029,193195,YIL091C,0,-,1451,2166,2166,89.56416953,not_preferential,
XVI,469938,471996,YPL043W,0,+,1375,2058,2058,89.326984,not_preferential,
XIV,586601,586820,YNL024C-A,0,-,146,219,219,89.13208876,not_preferential,
XVI,100473,100863,YPL238C,0,-,258,390,390,88.44645731,not_preferential,
XV,467389,467623,YOR073W-A,0,+,154,234,234,87.98936968,not_preferential,
IV,501099,501414,YDR029W,0,+,207,315,315,87.85877321,not_preferential,
II,51018,59382,YBL088C,0,-,5484,8364,8364,87.66147324,not_preferential,
XII,971916,973170,YLR423C,0,-,819,1254,1254,87.31959414,not_preferential,
XII,232389,234081,YLR044C,0,-,1103,1692,1692,87.15664353,not_preferential,
VII,234716,235958,YGL143C,0,-,808,1242,1242,86.97913976,not_preferential,
XVI,688171,688807,YPR071W,0,+,413,636,636,86.81969967,not_preferential,
IV,324046,326149,YDL074C,0,-,1358,2103,2103,86.33479069,not_preferential,
XIII,838186,839995,YMR284W,0,+,1168,1809,1809,86.32361499,not_preferential,
VI,55365,55986,YFL038C,0,-,400,621,621,86.11796016,not_preferential,
XV,373709,375857,YOR022C,0,-,1383,2148,2148,86.08217791,not_preferential,
II,789234,791814,YBR294W,0,+,1660,2580,2580,86.02282985,not_preferential,
V,141891,143892,YEL007W,0,+,1279,2001,2001,85.45722753,not_preferential,
V,215062,217693,YER032W,0,+,1681,2631,2631,85.42248644,not_preferential,
XVI,939921,941136,YPR201W,0,+,776,1215,1215,85.39074183,not_preferential,
IV,829150,829354,YDR182W-A,0,+,130,204,204,85.19979073,not_preferential,
XIII,804455,805091,YMR269W,0,+,404,636,636,84.92774495,not_preferential,
XVI,229038,230838,YPL169C,0,-,1143,1800,1800,84.89831455,not_preferential,
XIII,778944,779127,YMR256C,0,-,116,183,183,84.74854342,not_preferential,
I,61230,61608,YAL042C-A,0,-,239,378,378,84.53400482,not_preferential,
XII,708167,708338,YLR285C-A,0,-,107,171,171,83.65906577,not_preferential,
XVI,771652,773128,YPR119W,0,+,922,1476,1476,83.51604252,not_preferential,
I,61315,62563,YAL042W,0,+,772,1248,1248,82.7042939,not_preferential,
IV,1039727,1042961,YDR291W,0,+,1989,3234,3234,82.22807261,not_preferential,
XII,689082,691029,YLR273C,0,-,1195,1947,1947,82.05920345,not_preferential,
II,792848,796499,YBR295W,0,+,2237,3651,3651,81.91802899,not_preferential,
IV,391782,392127,YDL034W,0,+,211,345,345,81.76900317,not_preferential,
II,732638,734639,YBR260C,0,-,1218,2001,2001,81.38147235,not_preferential,
XV,473474,474416,YOR079C,0,-,573,942,942,81.32593449,not_preferential,
XV,136219,136405,YOL097W-A,0,+,113,186,186,81.22520992,not_preferential,
XI,604404,605418,YKR088C,0,-,615,1014,1014,81.08910442,not_preferential,
XII,904748,906305,YLR392C,0,-,943,1557,1557,80.97452765,not_preferential,
XIV,587106,587847,YNL024C,0,-,448,741,741,80.83233961,not_preferential,
XV,892730,894092,YOR307C,0,-,821,1362,1362,80.59189964,not_preferential,
III,229309,231004,YCR065W,0,+,1020,1695,1695,80.45551375,not_preferential,
XII,30108,31704,YLL055W,0,+,959,1596,1596,80.33615895,not_preferential,
IV,501752,503273,YDR030C,0,-,911,1521,1521,80.07823754,not_preferential,
II,735719,736040,YBR262C,0,-,192,321,321,79.96897684,not_preferential,
XI,603194,604232,YKR087C,0,-,620,1038,1038,79.85822982,not_preferential,
VI,56335,57709,YFL037W,0,+,820,1374,1374,79.79073448,not_preferential,
XIII,350965,351973,YMR041C,0,-,598,1008,1008,79.31694804,not_preferential,
X,76201,76510,YJL188C,0,-,183,309,309,79.18044779,not_preferential,
XVI,685897,687598,YPR070W,0,+,1007,1701,1701,79.14992362,not_preferential,
XIII,685910,687284,YMR209C,0,-,813,1374,1374,79.10959407,not_preferential,
XV,712865,715331,YOR195W,0,+,1455,2466,2466,78.88515155,not_preferential,
V,138917,139763,YEL009C,0,-,498,846,846,78.70173795,not_preferential,
XIII,339417,340722,YMR034C,0,-,768,1305,1305,78.68211974,not_preferential,
XV,773162,773363,YOR231C-A,0,-,118,201,201,78.4894513,not_preferential,
XVI,264601,264700,YPL152W-A,0,+,58,99,99,78.32819922,not_preferential,
V,295409,298001,YER069W,0,+,1518,2592,2592,78.30006409,not_preferential,
XIII,253161,253272,YML007C-A,0,-,65,111,111,78.29169959,not_preferential,
VIII,14900,15413,YHL043W,0,+,297,513,513,77.40418235,not_preferential,
V,196947,198519,YER021W,0,+,910,1572,1572,77.39522975,not_preferential,
XII,620472,622821,YLR241W,0,+,1359,2349,2349,77.35026094,not_preferential,
XIII,578950,583921,YMR162C,0,-,2874,4971,4971,77.29801542,not_preferential,
X,59855,60182,YJL199C,0,-,189,327,327,77.27506778,not_preferential,
IV,603063,603399,YDR079W,0,+,194,336,336,77.19475545,not_preferential,
XII,973394,975521,YLR424W,0,+,1227,2127,2127,77.12628555,not_preferential,
IV,825909,827355,YDR181C,0,-,834,1446,1446,77.11220128,not_preferential,
XIV,723355,724306,YNR054C,0,-,547,951,951,76.90102926,not_preferential,
XV,968147,968474,YOR343C,0,-,188,327,327,76.86620499,not_preferential,
II,796797,798522,YBR296C,0,-,991,1725,1725,76.80860867,not_preferential,
V,421114,422446,YER130C,0,-,765,1332,1332,76.78608998,not_preferential,
XV,775845,778248,YOR233W,0,+,1380,2403,2403,76.780451,not_preferential,
XIII,904285,904393,YMR315W-A,0,+,62,108,108,76.75263199,not_preferential,
XII,143200,146041,YLL003W,0,+,1629,2388,2841,76.66112598,not_preferential,
IV,578662,579112,YDR063W,0,+,258,450,450,76.65359634,not_preferential,
IV,441013,442309,YDL005C,0,-,742,1296,1296,76.54630771,not_preferential,
IV,1445842,1446994,YDR498C,0,-,659,1152,1152,76.48183137,not_preferential,
XIII,179892,180258,YML047W-A,0,+,209,366,366,76.34674816,not_preferential,
V,218056,221287,YER033C,0,-,1844,3231,3231,76.30435083,not_preferential,
XV,468211,469252,YOR075W,0,+,594,1041,1041,76.28884831,not_preferential,
XIII,850073,851591,YMR290C,0,-,861,1518,1518,75.8327356,not_preferential,
IV,273652,274876,YDL104C,0,-,693,1224,1224,75.69673715,not_preferential,
IV,1102183,1103428,YDR317W,0,+,703,1245,1245,75.4938053,not_preferential,
XVI,100495,101353,YPL237W,0,+,484,858,858,75.41945972,not_preferential,
IV,276871,280165,YDL102W,0,+,1858,3294,3294,75.41321536,not_preferential,
IV,576473,578159,YDR062W,0,+,944,1686,1686,74.85826672,not_preferential,
II,787005,788430,YBR293W,0,+,794,1425,1425,74.49566156,not_preferential,
VIII,11922,12285,YHL046C,0,-,202,363,363,74.39951211,not_preferential,
IV,166955,167258,YDL163W,0,+,168,303,303,74.12965798,not_preferential,
XII,1002556,1004128,YLR432W,0,+,867,1572,1572,73.73809252,not_preferential,
XV,471898,472597,YOR077W,0,+,385,699,699,73.63917205,not_preferential,
XIII,454014,455556,YMR093W,0,+,849,1542,1542,73.61200716,not_preferential,
II,734831,735530,YBR261C,0,-,383,699,699,73.25663089,not_preferential,
XIII,907320,907629,YMR316C-B,0,-,169,309,309,73.12292719,not_preferential,
IV,263312,264110,YDL111C,0,-,435,798,798,72.8805613,not_preferential,
XV,778554,779405,YOR234C,0,-,463,851,851,72.74058243,not_preferential,
IV,716789,718460,YDR131C,0,-,909,1629,1671,72.72986417,not_preferential,
X,75932,76474,YJL189W,0,+,294,542,542,72.52260359,not_preferential,
XIII,142209,144954,YML065W,0,+,1485,2745,2745,72.32849826,not_preferential,
XII,1028853,1029768,YLR448W,0,+,493,915,915,72.0362619,not_preferential,
IV,958680,959802,YDR249C,0,-,604,1122,1122,71.97297007,not_preferential,
XIII,145138,145876,YML064C,0,-,397,738,738,71.92162447,not_preferential,
IV,607303,610081,YDR081C,0,-,1484,2778,2778,71.42117696,not_preferential,
XII,296588,300251,YLR084C,0,-,1953,3663,3663,71.28377124,not_preferential,
IV,652780,654428,YDR099W,0,+,875,1648,1648,70.98656948,not_preferential,
IV,485745,486444,YDR020C,0,-,371,699,699,70.96138397,not_preferential,
IV,275147,276581,YDL103C,0,-,761,1434,1434,70.95138028,not_preferential,
II,599122,599959,YBR185C,0,-,444,837,837,70.92230719,not_preferential,
V,298949,301616,YER070W,0,+,1413,2667,2667,70.834444,not_preferential,
XVI,645949,646153,YPR036W-A,0,+,108,204,204,70.78136461,not_preferential,
VI,53259,54696,YFL039C,0,-,760,1437,1437,70.71021656,not_preferential,
IV,579457,580452,YDR064W,0,+,526,995,995,70.67861109,not_preferential,
IV,443028,443511,YDL004W,0,+,255,483,483,70.58597092,not_preferential,
XIII,904824,905835,YMR316W,0,+,531,1011,1011,70.22127468,not_preferential,
XV,977193,978069,YOR344C,0,-,460,876,876,70.20678225,not_preferential,
IV,821294,825776,YDR180W,0,+,2349,4482,4482,70.07070834,not_preferential,
XVI,690106,691789,YPR072W,0,+,881,1683,1683,69.98696096,not_preferential,
IV,1447829,1450073,YDR499W,0,+,1172,2244,2244,69.82808024,not_preferential,
X,378824,380096,YJL036W,0,+,664,1272,1272,69.79210724,not_preferential,
XVI,469925,470474,YPL044C,0,-,286,549,549,69.64966499,not_preferential,
IV,1202842,1204210,YDR364C,0,-,712,1368,1368,69.58557807,not_preferential,
VII,191397,191976,YGL165C,0,-,301,579,579,69.50455626,not_preferential,
XI,389379,389883,YKL026C,0,-,262,504,504,69.50180731,not_preferential,
IV,1323453,1324239,YDR428C,0,-,406,786,786,69.06035885,not_preferential,
XII,106907,107000,YLL019W-A,0,+,48,93,93,69.00548808,not_preferential,
XV,870201,874071,YOR296W,0,+,1996,3870,3870,68.95645317,not_preferential,
XIII,140423,141533,YML066C,0,-,572,1110,1110,68.89669564,not_preferential,
VIII,81963,83721,YHL010C,0,-,901,1758,1758,68.52219452,not_preferential,
IV,819432,820824,YDR179W-A,0,+,712,1392,1392,68.38582672,not_preferential,
XV,779869,780184,YOR235W,0,+,161,315,315,68.33460139,not_preferential,
XII,922062,922536,YLR400W,0,+,242,474,474,68.25938443,not_preferential,
XV,1010160,1010889,YOR358W,0,+,371,729,729,68.04116241,not_preferential,
II,49573,50953,YBL089W,0,+,700,1248,1380,67.81789362,not_preferential,
VII,702666,703116,YGR107W,0,+,228,450,450,67.74038746,not_preferential,
XIII,111864,112344,YML077W,0,+,243,480,480,67.68467991,not_preferential,
VII,1046730,1048464,YGR278W,0,+,876,1522,1734,67.54300152,not_preferential,
IV,829584,830277,YDR183W,0,+,350,693,693,67.52430967,not_preferential,
XIII,584270,586388,YMR163C,0,-,1069,2118,2118,67.48031366,not_preferential,
XIV,470052,471102,YNL084C,0,-,529,1050,1050,67.35839279,not_preferential,
XIV,381244,381391,YNL130C-A,0,-,74,147,147,67.30382213,not_preferential,
XVI,911256,911800,YPR187W,0,+,273,544,544,67.0948352,not_preferential,
VII,191128,191806,YGL166W,0,+,340,678,678,67.04626146,not_preferential,
XIV,158108,160373,YNL258C,0,-,1134,2265,2265,66.93760838,not_preferential,
IV,976716,977229,YDR260C,0,-,255,513,513,66.45813636,not_preferential,
XIII,147504,148683,YML062C,0,-,585,1179,1179,66.33876835,not_preferential,
IV,655012,655444,YDR100W,0,+,214,432,432,66.23009373,not_preferential,
XIV,457703,461990,YNL088W,0,+,2123,4287,4287,66.20973564,not_preferential,
XVI,473039,474707,YPL042C,0,-,825,1668,1668,66.12767377,not_preferential,
IV,1039369,1039699,YDR290W,0,+,163,330,330,66.03877486,not_preferential,
XII,683671,687202,YLR272C,0,-,1738,3531,3531,65.80780385,not_preferential,
XII,1004346,1006008,YLR433C,0,-,817,1662,1662,65.72284885,not_preferential,
XV,545028,546333,YOR117W,0,+,641,1305,1305,65.67088379,not_preferential,
IV,333499,333829,YDL068W,0,+,162,330,330,65.633629,not_preferential,
XV,539762,544145,YOR116C,0,-,2145,4383,4383,65.43064011,not_preferential,
XII,846102,847422,YLR360W,0,+,638,1320,1320,64.62076435,not_preferential,
X,283801,285271,YJL081C,0,-,709,1470,1470,64.48433769,not_preferential,
XIII,256091,258416,YML006C,0,-,1117,2325,2325,64.23260848,not_preferential,
IV,1213903,1214842,YDR368W,0,+,451,939,939,64.2149713,not_preferential,
VI,123478,129910,YFL007W,0,+,3088,6432,6432,64.18840721,not_preferential,
VII,270391,270775,YGL127C,0,-,184,384,384,64.0636888,not_preferential,
XII,292393,293572,YLR082C,0,-,559,1179,1179,63.39037865,not_preferential,
IV,1092740,1093586,YDR315C,0,-,401,846,846,63.37228297,not_preferential,
XII,924888,925080,YLR402W,0,+,91,192,192,63.36734436,not_preferential,
II,736263,737736,YBR263W,0,+,698,1473,1473,63.3545804,not_preferential,
XIII,852629,854390,YMR291W,0,+,834,1761,1761,63.31870701,not_preferential,
V,355139,355469,YER097W,0,+,156,330,330,63.20275385,not_preferential,
IV,1093762,1095178,YDR316W,0,+,669,1416,1416,63.16670274,not_preferential,
XVI,199094,199376,YPL183W-A,0,+,133,282,282,63.05621173,not_preferential,
IV,848070,848223,YDR194W-A,0,+,72,153,153,62.91676854,not_preferential,
IV,322225,322988,YDL075W,0,+,359,763,763,62.90646107,not_preferential,
XII,169981,170281,YLR012C,0,-,141,300,300,62.83812258,not_preferential,
XIV,360923,365717,YNL139C,0,-,2250,4794,4794,62.74943671,not_preferential,
XVI,409367,410090,YPL077C,0,-,338,723,723,62.50341494,not_preferential,
VII,236268,238119,YGL142C,0,-,864,1851,1851,62.40690818,not_preferential,
II,737769,738369,YBR264C,0,-,279,600,600,62.16963191,not_preferential,
XI,599856,603072,YKR086W,0,+,1495,3216,3216,62.15133988,not_preferential,
XIV,721119,723112,YNR053C,0,-,926,1993,1993,62.11965444,not_preferential,
IV,473156,473783,YDR013W,0,+,291,627,627,62.05128668,not_preferential,
XIV,728425,730186,YNR055C,0,-,817,1761,1761,62.02803792,not_preferential,
XII,184173,184926,YLR022C,0,-,349,753,753,61.96633263,not_preferential,
X,74909,75302,YJL190C,0,-,182,393,393,61.9161838,not_preferential,
IX,80509,83041,YIL143C,0,-,1168,2532,2532,61.6743363,not_preferential,
XIII,854794,855293,YMR292W,0,+,230,499,499,61.62439003,not_preferential,
IV,491016,491502,YDR024W,0,+,224,486,486,61.62218482,not_preferential,
XV,738319,738532,YOR210W,0,+,98,213,213,61.51369506,not_preferential,
IV,1204496,1206383,YDR365C,0,-,868,1887,1887,61.4997242,not_preferential,
V,19588,21097,YEL070W,0,+,694,1292,1509,61.48873718,not_preferential,
VII,635614,635986,YGR073C,0,-,171,372,372,61.45801282,not_preferential,
XIII,858208,858568,YMR294W-A,0,+,165,360,360,61.27831103,not_preferential,
VII,583933,584296,YGR045C,0,-,166,363,363,61.14019312,not_preferential,
X,637789,638168,YJR112W-A,0,+,173,379,379,61.02843545,not_preferential,
XVI,410442,411285,YPL076W,0,+,384,843,843,60.90164072,not_preferential,
XIII,253847,255800,YML007W,0,+,887,1953,1953,60.72209119,not_preferential,
XV,711682,712543,YOR194C,0,-,391,861,861,60.71541238,not_preferential,
XIII,484083,486147,YMR108W,0,+,936,2064,2064,60.63054875,not_preferential,
XI,53703,55602,YKL204W,0,+,861,1899,1899,60.6182689,not_preferential,
IV,974630,975782,YDR259C,0,-,522,1152,1152,60.58196658,not_preferential,
XII,691554,693882,YLR274W,0,+,1053,2328,2328,60.47428445,not_preferential,
XIII,337787,339277,YMR033W,0,+,672,1490,1490,60.29875535,not_preferential,
X,567018,567444,YJR067C,0,-,192,426,426,60.25831353,not_preferential,
XII,844281,845730,YLR359W,0,+,653,1449,1449,60.2518157,not_preferential,
VII,635711,636152,YGR074W,0,+,198,441,441,60.02773325,not_preferential,
XIV,300665,301103,YNL179C,0,-,196,438,438,59.82838835,not_preferential,
X,368747,373799,YJL039C,0,-,2257,5052,5052,59.73014381,not_preferential,
X,730514,730877,YJR157W,0,+,162,363,363,59.66693545,not_preferential,
IV,1023510,1024755,YDR282C,0,-,553,1245,1245,59.38559649,not_preferential,
XII,854061,854391,YLR364W,0,+,146,330,330,59.15129527,not_preferential,
XIV,299653,300649,YNL180C,0,-,440,996,996,59.06343231,not_preferential,
IV,574163,575783,YDR061W,0,+,714,1620,1620,58.92621424,not_preferential,
IV,1202127,1202397,YDR363W-A,0,+,119,270,270,58.92621424,not_preferential,
V,527081,529418,YER171W,0,+,1030,2337,2337,58.92557858,not_preferential,
XVI,909732,911022,YPR186C,0,-,568,1290,1290,58.86863537,not_preferential,
IV,94604,95786,YDL204W,0,+,519,1182,1182,58.70501785,not_preferential,
XV,1001146,1003225,YOR354C,0,-,912,2079,2079,58.64968611,not_preferential,
VIII,402965,406178,YHR154W,0,+,1407,3213,3213,58.5475485,not_preferential,
XIII,458407,459301,YMR096W,0,+,391,894,894,58.47423944,not_preferential,
X,732439,734143,YJR158W,0,+,745,1697,1704,58.45370258,not_preferential,
XII,915155,919019,YLR398C,0,-,1688,3864,3864,58.40643084,not_preferential,
XIV,179393,181022,YNL249C,0,-,711,1629,1629,58.3544338,not_preferential,
XIII,112512,115347,YML076C,0,-,1236,2835,2835,58.28955646,not_preferential,
X,638658,639051,YJR114W,0,+,171,393,393,58.17399687,not_preferential,
XIV,462410,465947,YNL087W,0,+,1533,3537,3537,57.94719766,not_preferential,
XV,546856,548560,YOR118W,0,+,735,1704,1704,57.66908912,not_preferential,
I,58694,61052,YAL043C,0,-,1017,2358,2358,57.66369865,not_preferential,
II,597362,598934,YBR184W,0,+,675,1572,1572,57.40854954,not_preferential,
X,285557,289226,YJL080C,0,-,1573,3669,3669,57.32002274,not_preferential,
XIV,181360,182608,YNL248C,0,-,534,1248,1248,57.20737428,not_preferential,
III,293178,293538,YCR096C,0,-,154,360,360,57.19309029,not_preferential,
II,143988,145728,YBL039C,0,-,743,1740,1740,57.09063961,not_preferential,
IV,333120,333810,YDL069C,0,-,294,690,690,56.96703064,not_preferential,
IV,326612,329567,YDL073W,0,+,1258,2955,2955,56.91785161,not_preferential,
VII,922174,922507,YGR215W,0,+,141,333,333,56.61092124,not_preferential,
XII,194451,195174,YLR025W,0,+,306,723,723,56.58593187,not_preferential,
V,188276,189311,YER016W,0,+,438,1035,1035,56.57949982,not_preferential,
XV,538658,539465,YOR115C,0,-,341,807,807,56.49450236,not_preferential,
XII,853460,853718,YLR363W-A,0,+,109,258,258,56.48487021,not_preferential,
XI,153268,153706,YKL160W,0,+,185,438,438,56.47067268,not_preferential,
III,228317,228791,YCR063W,0,+,200,474,474,56.41271441,not_preferential,
XII,434157,434463,YLR147C,0,-,129,306,306,56.36293848,not_preferential,
VII,922632,924462,YGR216C,0,-,769,1830,1830,56.18243956,not_preferential,
IV,616927,617170,YDR086C,0,-,102,243,243,56.12020404,not_preferential,
XII,266372,266918,YLR065C,0,-,229,546,546,56.07485804,not_preferential,
X,637029,637635,YJR112W,0,+,254,606,606,56.03849145,not_preferential,
XII,32672,35204,YLL054C,0,-,1061,2532,2532,56.0243757,not_preferential,
XV,912821,913463,YOR319W,0,+,269,642,642,56.01993429,not_preferential,
I,65777,67520,YAL040C,0,-,729,1743,1743,55.91849631,not_preferential,
IV,1217781,1219110,YDR370C,0,-,554,1329,1329,55.73270562,not_preferential,
XIII,350380,350863,YMR040W,0,+,201,483,483,55.63835355,not_preferential,
IV,1462357,1465786,YDR507C,0,-,1424,3429,3429,55.52235101,not_preferential,
XII,708561,708696,YLR286W-A,0,+,56,135,135,55.45996634,not_preferential,
XV,132724,135838,YOL098C,0,-,1290,3114,3114,55.38554649,not_preferential,
